budget,original_language,revenue,runtime,vote_average,vote_count
45000000.0,en,94935764.0,89.0,5.9,299.0
45000000.0,en,136885767.0,89.0,4.7,610.0
45000000.0,en,113916474.0,100.0,5.8,575.0
40000000.0,en,244931766.0,135.0,7.0,1869.0
120000000.0,en,363258859.0,95.0,6.8,2303.0
35000000.0,en,74558115.0,122.0,6.6,741.0
45000000.0,en,170362582.0,110.0,5.5,313.0
45000000.0,en,53854588.0,135.0,5.9,150.0
0.0,en,0.0,111.0,6.2,26.0
45000000.0,en,56070433.0,95.0,5.6,176.0
50000000.0,en,104478416.0,109.0,6.6,1315.0
0.0,en,0.0,93.0,4.3,69.0
45000000.0,en,148412065.0,94.0,6.1,1292.0
40000000.0,en,123494610.0,117.0,6.6,1006.0
45000000.0,en,38399961.0,112.0,6.4,119.0
45000000.0,en,0.0,111.0,6.1,210.0
45000000.0,en,0.0,96.0,5.9,134.0
45000000.0,en,82966152.0,131.0,6.2,766.0
25000000.0,en,56422687.0,94.0,6.1,537.0
40000000.0,en,160583018.0,88.0,6.0,852.0
50000000.0,en,55181129.0,88.0,5.5,366.0
40000000.0,en,30925690.0,137.0,6.5,562.0
0.0,en,0.0,133.0,7.1,410.0
35000000.0,en,75225693.0,119.0,6.7,796.0
55000000.0,en,65664721.0,105.0,6.2,661.0
70000000.0,en,72108608.0,101.0,5.4,676.0
45000000.0,en,0.0,92.0,4.7,100.0
45000000.0,en,0.0,117.0,5.5,154.0
45000000.0,en,57881056.0,86.0,5.3,244.0
35000000.0,en,29400000.0,123.0,6.5,215.0
45000000.0,en,38058335.0,134.0,6.1,151.0
45000000.0,en,17300889.0,100.0,4.7,136.0
57000000.0,en,0.0,117.0,5.8,60.0
44000000.0,en,13681765.0,192.0,7.1,71.0
45000000.0,en,60222298.0,128.0,6.7,670.0
45000000.0,en,11203026.0,106.0,6.0,154.0
45000000.0,en,9323833.0,160.0,6.3,90.0
110.0,zh,0.0,114.0,6.6,203.0
45000000.0,en,42487390.0,99.0,5.0,332.0
40000000.0,en,8493890.0,85.0,6.3,80.0
45000000.0,en,4607608.0,139.0,6.4,81.0
45000000.0,en,2154540.0,103.0,4.0,11.0
45000000.0,en,160078586.0,101.0,6.0,1007.0
65000000.0,en,73706.0,87.0,2.3,28.0
44500000.0,en,232324128.0,120.0,7.1,3423.0
44000000.0,en,368875760.0,130.0,7.2,1220.0
40000000.0,en,136000000.0,110.0,5.5,858.0
44000000.0,en,165615285.0,147.0,7.3,715.0
44000000.0,en,300400432.0,96.0,6.3,864.0
44000000.0,en,0.0,118.0,5.5,89.0
2600000.0,en,84300000.0,88.0,6.9,1355.0
44000000.0,en,3484331.0,219.0,6.4,55.0
50000000.0,en,111340801.0,106.0,6.4,1528.0
40000000.0,en,34227298.0,109.0,5.6,685.0
43000000.0,en,80049764.0,136.0,7.0,302.0
43000000.0,en,0.0,103.0,6.0,208.0
45000000.0,en,50871113.0,103.0,6.6,518.0
43000000.0,en,68696770.0,84.0,5.3,280.0
42000000.0,en,270248367.0,154.0,6.6,501.0
44000000.0,en,48190704.0,99.0,6.8,566.0
40000000.0,en,51070807.0,93.0,6.3,1045.0
42000000.0,en,201585328.0,109.0,6.7,4074.0
42000000.0,en,363889678.0,124.0,7.0,1262.0
45000000.0,en,224834564.0,84.0,6.5,1150.0
42000000.0,en,171963386.0,90.0,5.8,773.0
40000000.0,en,70100000.0,117.0,5.4,134.0
43000000.0,en,158674180.0,117.0,6.5,1575.0
31115000.0,en,71000000.0,248.0,6.7,146.0
0.0,en,73100172.0,105.0,6.0,593.0
42000000.0,en,63781810.0,115.0,6.1,184.0
42000000.0,en,0.0,126.0,6.5,47.0
32000000.0,en,55157539.0,119.0,6.1,305.0
42000000.0,en,0.0,83.0,5.4,518.0
32000000.0,en,156167015.0,133.0,5.9,541.0
42000000.0,en,89162162.0,100.0,5.6,922.0
60000000.0,en,56359980.0,120.0,5.7,191.0
48000000.0,en,20915465.0,104.0,4.0,232.0
42000000.0,en,24127895.0,122.0,7.0,1335.0
31000000.0,zh,177394432.0,99.0,7.2,635.0
40000000.0,en,36893721.0,91.0,5.3,388.0
44000000.0,en,12342632.0,112.0,6.1,2304.0
42000000.0,en,11087569.0,100.0,6.3,136.0
33000000.0,fr,14000000.0,100.0,6.8,148.0
41000000.0,en,215000000.0,110.0,6.8,1626.0
0.0,fr,0.0,100.0,5.3,125.0
65000000.0,en,117487473.0,132.0,6.6,907.0
41000000.0,en,0.0,88.0,5.3,281.0
40000000.0,en,672806292.0,107.0,7.7,3147.0
42000000.0,en,46221189.0,102.0,6.2,925.0
41000000.0,en,7448385.0,100.0,5.6,248.0
8000000.0,en,90815558.0,126.0,6.9,891.0
40000000.0,en,251171807.0,138.0,6.8,2807.0
40000000.0,en,317375031.0,108.0,6.7,1804.0
70000000.0,en,177841558.0,105.0,6.2,278.0
40000000.0,en,332000000.0,108.0,7.4,3829.0
40000000.0,en,126546825.0,89.0,6.3,5878.0
40000000.0,en,571006128.0,125.0,5.2,3254.0
38000000.0,en,197011982.0,84.0,4.7,511.0
40000000.0,en,152266007.0,149.0,7.0,509.0
40000000.0,en,190212113.0,98.0,6.0,699.0
40000000.0,en,149295601.0,121.0,7.4,1526.0
40000000.0,en,107458785.0,128.0,6.7,354.0
40000000.0,en,320170008.0,134.0,7.0,1949.0
40000000.0,en,224920315.0,120.0,7.1,3391.0
40000000.0,en,177259441.0,129.0,6.2,959.0
45000000.0,en,178262620.0,83.0,5.3,750.0
40000000.0,en,161834276.0,116.0,5.7,736.0
40000000.0,en,244527583.0,118.0,7.1,2900.0
40000000.0,en,111811453.0,100.0,5.9,944.0
40000000.0,en,215862692.0,128.0,7.1,1056.0
40000000.0,en,129540499.0,123.0,6.6,560.0
40000000.0,en,95020213.0,128.0,6.8,787.0
40000000.0,en,128798265.0,139.0,7.0,767.0
40000000.0,en,169837010.0,110.0,5.4,1127.0
40000000.0,en,120455994.0,120.0,6.7,542.0
35000000.0,en,194564672.0,121.0,7.1,1881.0
40000000.0,en,124827316.0,102.0,6.1,555.0
40000000.0,en,75505856.0,112.0,7.1,732.0
40000000.0,en,124731534.0,152.0,7.2,467.0
40000000.0,en,158733820.0,124.0,7.2,2691.0
40000000.0,en,151161491.0,90.0,6.2,716.0
41000000.0,en,91636986.0,105.0,6.5,515.0
40000000.0,en,141069860.0,114.0,5.7,731.0
40000000.0,en,205405498.0,189.0,7.5,502.0
40000000.0,en,138259062.0,99.0,5.4,371.0
57000000.0,en,147845033.0,123.0,5.8,441.0
20000000.0,en,136267476.0,102.0,6.1,1350.0
40000000.0,en,196781193.0,109.0,6.2,1437.0
40000000.0,en,186167139.0,82.0,5.4,831.0
40000000.0,en,165478348.0,141.0,7.2,2583.0
40000000.0,en,91753202.0,106.0,6.0,457.0
40000000.0,en,90029656.0,109.0,5.9,612.0
50000000.0,en,170128460.0,107.0,5.9,297.0
40000000.0,en,54682547.0,110.0,6.2,511.0
40000000.0,en,87840042.0,96.0,5.0,336.0
35000000.0,en,75395048.0,131.0,7.3,453.0
40000000.0,en,85412898.0,119.0,7.0,902.0
30000000.0,en,130786397.0,113.0,6.5,1265.0
40000000.0,en,109676311.0,130.0,8.0,4391.0
42000000.0,en,107670357.0,108.0,6.1,1536.0
40000000.0,en,74597643.0,89.0,5.7,332.0
40000000.0,en,120175290.0,139.0,7.3,1221.0
40000000.0,en,191185897.0,130.0,6.2,440.0
40000000.0,en,126248813.0,107.0,6.0,1206.0
0.0,en,0.0,116.0,5.8,51.0
40000000.0,en,92913171.0,96.0,6.4,972.0
40000000.0,en,114830111.0,99.0,6.5,670.0
43000000.0,en,91974818.0,104.0,6.4,573.0
0.0,en,51854875.0,105.0,6.5,386.0
40000000.0,en,84601681.0,101.0,6.0,394.0
40000000.0,en,67347013.0,134.0,6.8,255.0
40000000.0,en,45916769.0,135.0,6.7,235.0
40000000.0,en,141591324.0,98.0,5.8,629.0
36000000.0,en,74000000.0,155.0,6.8,316.0
40000000.0,en,0.0,106.0,5.8,114.0
40000000.0,en,41797066.0,94.0,4.9,740.0
40000000.0,en,0.0,95.0,5.4,415.0
65000000.0,en,0.0,103.0,5.7,135.0
40000000.0,en,145896422.0,96.0,6.2,554.0
40000000.0,en,97552050.0,104.0,6.5,1789.0
40000000.0,en,41863726.0,95.0,5.4,284.0
40000000.0,en,97138686.0,111.0,6.1,902.0
40000000.0,en,96618699.0,123.0,6.1,474.0
38000000.0,en,34416893.0,140.0,6.7,275.0
40000000.0,en,126069509.0,97.0,5.3,1695.0
40000000.0,en,36037909.0,94.0,5.0,40.0
47000000.0,en,157887643.0,92.0,5.9,866.0
0.0,en,0.0,102.0,5.3,140.0
40000000.0,en,55707411.0,122.0,7.0,432.0
30000000.0,en,50451307.0,103.0,5.9,182.0
40000000.0,en,0.0,102.0,5.5,275.0
0.0,en,0.0,116.0,5.8,1468.0
25000000.0,en,48063435.0,108.0,5.4,138.0
40000000.0,en,55247881.0,129.0,6.9,708.0
40000000.0,en,58785180.0,102.0,6.1,412.0
40000000.0,en,46442528.0,117.0,6.3,186.0
40000000.0,en,30199105.0,117.0,5.6,135.0
40000000.0,en,31670620.0,135.0,6.7,155.0
40000000.0,en,0.0,107.0,4.9,71.0
75000000.0,en,29000000.0,90.0,5.0,45.0
40000000.0,en,49627779.0,96.0,4.6,147.0
40000000.0,en,27053815.0,104.0,5.2,56.0
35000000.0,en,0.0,115.0,6.4,477.0
40000000.0,en,65754228.0,119.0,6.4,278.0
40000000.0,en,62771059.0,99.0,5.4,205.0
500000.0,en,3000000.0,110.0,7.2,345.0
40000000.0,en,24332324.0,128.0,5.9,81.0
40000000.0,en,60965854.0,108.0,6.5,824.0
40000000.0,en,38172500.0,86.0,6.9,190.0
40000000.0,en,22433915.0,108.0,5.7,92.0
0.0,en,0.0,128.0,5.9,48.0
40000000.0,en,46546197.0,84.0,4.7,119.0
0.0,en,0.0,111.0,6.0,67.0
45000000.0,en,20350754.0,128.0,4.9,256.0
40000000.0,en,60474340.0,123.0,6.5,642.0
40000000.0,en,0.0,101.0,5.7,81.0
63600000.0,en,19412993.0,102.0,4.8,145.0
42000000.0,en,180274123.0,113.0,7.0,2025.0
55000000.0,en,14375181.0,107.0,4.2,28.0
40000000.0,en,46471023.0,87.0,7.5,1176.0
40000000.0,en,16872671.0,103.0,5.7,124.0
40000000.0,en,14358033.0,99.0,5.7,125.0
10000000.0,fr,173921954.0,122.0,7.8,3310.0
0.0,en,0.0,91.0,5.5,185.0
60000000.0,en,13395939.0,103.0,5.6,248.0
40000000.0,en,24719215.0,107.0,6.6,152.0
38000000.0,en,28121100.0,106.0,5.9,54.0
40000000.0,en,18902015.0,101.0,3.2,105.0
40000000.0,en,28169671.0,109.0,5.5,348.0
40000000.0,en,19322135.0,89.0,5.9,482.0
0.0,en,0.0,103.0,6.3,47.0
0.0,en,0.0,115.0,5.2,21.0
45000000.0,en,10667893.0,82.0,4.2,135.0
33000000.0,en,20645327.0,108.0,6.5,774.0
40000000.0,en,0.0,102.0,6.1,135.0
40000000.0,en,10959475.0,93.0,5.0,28.0
0.0,en,0.0,88.0,4.8,171.0
50000000.0,en,32017803.0,107.0,7.0,1182.0
40000000.0,en,22044277.0,91.0,6.0,373.0
40000000.0,en,0.0,94.0,5.4,15.0
40000000.0,en,13644292.0,115.0,5.5,392.0
40000000.0,en,23937870.0,93.0,5.1,213.0
20000000.0,en,117760134.0,105.0,6.6,1006.0
20000000.0,en,7563728.0,107.0,6.2,398.0
0.0,en,0.0,101.0,6.6,96.0
30000000.0,en,0.0,111.0,7.1,275.0
40000000.0,zh,0.0,126.0,6.3,83.0
25000000.0,en,0.0,112.0,4.3,17.0
39200000.0,ko,86758912.0,126.0,6.7,2854.0
25000000.0,fr,0.0,90.0,6.5,313.0
0.0,en,0.0,90.0,5.9,15.0
15000000.0,en,94000000.0,102.0,7.3,953.0
40000000.0,te,100000000.0,159.0,7.5,135.0
39000000.0,en,101229792.0,107.0,6.7,798.0
0.0,en,69485490.0,102.0,5.8,191.0
39000000.0,en,35287788.0,87.0,6.6,932.0
39000000.0,en,38869464.0,119.0,7.4,1264.0
39000000.0,en,6614280.0,106.0,4.5,32.0
39000000.0,en,75850624.0,125.0,5.3,490.0
40000000.0,en,44907260.0,113.0,6.0,433.0
80341000.0,zh,127814609.0,150.0,7.1,205.0
30000000.0,en,180622424.0,108.0,6.0,394.0
38000000.0,en,205298907.0,96.0,6.4,972.0
0.0,en,0.0,90.0,5.5,94.0
38000000.0,en,119723358.0,100.0,5.3,521.0
38000000.0,en,120000000.0,118.0,6.4,452.0
3860000.0,zh,64076736.0,130.0,6.3,273.0
38000000.0,en,114156230.0,120.0,6.7,850.0
40000000.0,zh,0.0,88.0,6.8,19.0
50000000.0,en,73956241.0,146.0,7.2,396.0
38000000.0,en,51801187.0,114.0,6.2,264.0
35000000.0,en,0.0,123.0,5.7,254.0
38000000.0,en,107597242.0,94.0,5.0,567.0
53000000.0,en,29700000.0,102.0,5.6,88.0
38000000.0,en,0.0,99.0,5.5,40.0
38000000.0,en,58401898.0,133.0,6.3,756.0
38000000.0,en,17380126.0,118.0,5.7,80.0
57000000.0,en,16991902.0,105.0,6.0,190.0
10000000.0,en,47536959.0,110.0,6.9,417.0
38000000.0,en,10300000.0,129.0,6.3,86.0
15000000.0,en,19629760.0,109.0,7.8,1588.0
38000000.0,en,98337295.0,119.0,6.2,2035.0
37000000.0,en,6482195.0,118.0,5.8,52.0
0.0,en,0.0,110.0,5.4,19.0
55000000.0,en,17869048.0,90.0,6.2,605.0
32000000.0,en,28258060.0,137.0,7.0,701.0
38000000.0,en,5410749.0,93.0,4.3,75.0
40000000.0,en,9793496.0,130.0,7.1,71.0
38000000.0,en,109906372.0,112.0,5.6,1945.0
37000000.0,en,173567581.0,133.0,7.3,1915.0
37000000.0,en,154026136.0,125.0,7.0,1468.0
40000000.0,en,79700000.0,110.0,5.8,594.0
37000000.0,en,163720069.0,96.0,6.5,1222.0
37000000.0,en,100076342.0,96.0,5.6,330.0
38000000.0,en,90247624.0,123.0,7.7,2277.0
37000000.0,en,48451803.0,188.0,7.5,825.0
30000000.0,en,55583804.0,107.0,5.3,511.0
38000000.0,en,112343513.0,110.0,5.9,1201.0
37000000.0,en,95404397.0,113.0,6.7,163.0
37000000.0,en,392616625.0,122.0,5.8,3561.0
36000000.0,en,102244770.0,116.0,7.0,594.0
65000000.0,en,117758500.0,93.0,6.1,352.0
37000000.0,en,269994119.0,110.0,6.8,2972.0
36500000.0,ru,21834845.0,115.0,5.3,23.0
36000000.0,en,50159144.0,95.0,6.6,198.0
36000000.0,en,160000000.0,134.0,5.8,338.0
36000000.0,en,64572262.0,101.0,6.0,894.0
36000000.0,en,52424533.0,107.0,6.7,96.0
42000000.0,en,32168970.0,124.0,5.4,173.0
36000000.0,en,44350926.0,109.0,5.8,258.0
37000000.0,en,26250020.0,105.0,5.2,692.0
0.0,en,0.0,130.0,6.2,40.0
0.0,en,0.0,127.0,6.3,32.0
37000000.0,en,96047633.0,114.0,5.8,556.0
36000000.0,en,12532777.0,106.0,7.5,1808.0
36000000.0,de,3003296.0,95.0,4.6,14.0
37000000.0,en,63800345.0,81.0,5.2,99.0
0.0,en,0.0,95.0,5.3,71.0
35000000.0,en,459270619.0,100.0,7.2,6173.0
36000000.0,cn,156844753.0,105.0,6.5,379.0
33000000.0,en,310940086.0,95.0,6.2,1011.0
35000000.0,en,411348924.0,126.0,7.0,2096.0
0.0,en,0.0,112.0,5.9,27.0
35000000.0,en,321731527.0,118.0,6.4,811.0
29000000.0,en,309208309.0,129.0,7.2,1597.0
35000000.0,en,147934180.0,88.0,5.5,867.0
35000000.0,en,117000000.0,98.0,6.5,2277.0
38000000.0,en,252276927.0,110.0,7.2,1668.0
35000000.0,en,326551094.0,109.0,7.0,3088.0
35000000.0,en,139000000.0,132.0,6.2,530.0
35000000.0,en,173965010.0,111.0,5.6,1645.0
35000000.0,en,182300000.0,128.0,7.0,675.0
35000000.0,en,69823199.0,123.0,6.5,1375.0
35000000.0,en,140795793.0,125.0,5.9,1181.0
35000000.0,en,68915888.0,105.0,5.5,225.0
27000000.0,en,231976425.0,162.0,7.0,542.0
35000000.0,en,126216940.0,138.0,7.7,1310.0
35000000.0,en,86369815.0,100.0,5.8,550.0
35000000.0,en,0.0,90.0,6.3,177.0
35000000.0,en,113374103.0,108.0,5.5,453.0
1800000.0,en,25504513.0,91.0,7.2,1180.0
33000000.0,en,104155843.0,107.0,6.0,436.0
0.0,en,0.0,132.0,6.3,1018.0
35000000.0,en,60251371.0,123.0,6.8,103.0
34000000.0,en,95608995.0,90.0,6.0,345.0
32000000.0,en,52277485.0,109.0,6.8,141.0
35000000.0,en,150483765.0,109.0,6.5,2237.0
35000000.0,en,108758521.0,91.0,5.6,1462.0
35000000.0,en,112544580.0,125.0,7.3,1226.0
34000000.0,en,48169908.0,202.0,7.2,370.0
35000000.0,en,88058786.0,134.0,5.6,896.0
35000000.0,en,92219310.0,88.0,5.2,210.0
35000000.0,en,91353501.0,92.0,6.2,1428.0
35000000.0,en,69307224.0,91.0,5.2,253.0
0.0,en,0.0,80.0,5.2,242.0
30000000.0,en,58405313.0,98.0,5.8,140.0
35000000.0,en,41954997.0,127.0,7.4,1147.0
33000000.0,en,102984862.0,100.0,6.4,2065.0
10700000.0,en,122200000.0,114.0,7.0,794.0
0.0,en,0.0,104.0,6.0,415.0
35000000.0,en,85416905.0,100.0,5.2,613.0
40000000.0,en,173930596.0,109.0,6.7,3417.0
35000000.0,en,77477008.0,106.0,5.7,458.0
35000000.0,en,59901913.0,112.0,5.9,296.0
0.0,en,0.0,95.0,5.1,287.0
35000000.0,en,35323292.0,102.0,6.9,97.0
35000000.0,en,99423521.0,102.0,4.1,325.0
35000000.0,en,120072577.0,150.0,8.0,1864.0
35000000.0,en,0.0,101.0,6.4,35.0
40000000.0,en,68766121.0,113.0,5.5,677.0
27000000.0,en,115505027.0,104.0,6.7,811.0
35000000.0,en,84606030.0,137.0,6.0,741.0
35000000.0,en,72436439.0,110.0,6.0,485.0
35000000.0,en,45479110.0,101.0,5.4,239.0
35000000.0,en,57120318.0,108.0,5.9,730.0
35000000.0,en,32483410.0,101.0,5.9,238.0
35000000.0,en,40263020.0,112.0,6.3,245.0
35000000.0,en,27107960.0,111.0,6.1,233.0
35000000.0,en,36098382.0,102.0,5.8,325.0
45000000.0,en,30353232.0,101.0,5.1,300.0
35000000.0,en,25105255.0,155.0,6.3,157.0
8900000.0,en,4100000.0,93.0,5.6,318.0
35000000.0,en,93246388.0,109.0,6.0,436.0
35000000.0,en,0.0,140.0,6.1,81.0
30000000.0,en,68369434.0,104.0,5.5,523.0
31000000.0,en,27388767.0,96.0,5.9,437.0
35000000.0,en,50363790.0,123.0,7.0,823.0
35000000.0,en,82087155.0,106.0,5.6,961.0
35000000.0,en,19478106.0,76.0,5.2,235.0
35000000.0,en,0.0,111.0,6.9,161.0
35000000.0,en,25871834.0,85.0,4.9,379.0
56000000.0,en,19701164.0,109.0,5.7,593.0
35000000.0,en,19294901.0,97.0,5.1,167.0
35000000.0,en,31083599.0,91.0,6.2,832.0
35000000.0,en,51680201.0,87.0,5.4,647.0
35000000.0,en,29882645.0,132.0,6.5,159.0
35000000.0,en,46216641.0,118.0,5.7,1455.0
31000000.0,en,41512007.0,98.0,6.0,293.0
35000000.0,en,39340177.0,92.0,4.6,149.0
30000000.0,en,0.0,93.0,5.3,191.0
27000000.0,en,16519460.0,117.0,5.8,129.0
35000000.0,en,63215872.0,92.0,6.0,216.0
35000000.0,en,0.0,115.0,5.7,31.0
35000000.0,en,18317151.0,96.0,6.6,212.0
0.0,en,0.0,111.0,6.4,108.0
35000000.0,en,13678913.0,94.0,5.7,55.0
35000000.0,en,27409889.0,105.0,7.0,322.0
40000000.0,en,12206028.0,101.0,5.3,220.0
32000000.0,en,54674226.0,139.0,6.5,987.0
33000000.0,en,0.0,91.0,4.7,64.0
35000000.0,en,17508518.0,110.0,5.5,555.0
35000000.0,en,11560806.0,102.0,4.8,91.0
20500000.0,en,10089373.0,102.0,5.6,294.0
35000000.0,en,12506188.0,83.0,4.9,135.0
35000000.0,en,61181942.0,123.0,6.9,1121.0
0.0,en,0.0,103.0,4.7,9.0
35000000.0,en,42064105.0,118.0,6.5,357.0
35000000.0,en,4651977.0,114.0,6.6,53.0
35000000.0,en,0.0,180.0,7.7,115.0
35000000.0,en,0.0,121.0,6.6,60.0
35000000.0,en,16838910.0,114.0,6.2,142.0
35000000.0,en,0.0,173.0,7.4,34.0
35000000.0,en,15000000.0,135.0,6.7,25.0
38000000.0,en,635096.0,138.0,6.6,49.0
0.0,es,25147786.0,148.0,7.0,291.0
35000000.0,es,10496317.0,93.0,5.8,307.0
0.0,en,0.0,100.0,0.0,0.0
34000000.0,en,348319861.0,113.0,7.0,5371.0
35000000.0,en,14431253.0,91.0,5.0,320.0
34000000.0,en,32255440.0,139.0,7.0,169.0
35000000.0,en,15304890.0,96.0,6.8,827.0
70000000.0,en,11263966.0,101.0,5.3,29.0
35000000.0,en,2106557.0,96.0,5.1,344.0
41677699.0,ja,187479518.0,100.0,7.5,926.0
34000000.0,en,63013281.0,128.0,7.3,1064.0
75000000.0,en,19598588.0,109.0,5.4,254.0
34000000.0,en,0.0,114.0,5.3,18.0
35000000.0,en,0.0,106.0,5.4,240.0
35000000.0,en,27330000.0,141.0,6.5,224.0
32000000.0,en,40382659.0,195.0,7.1,67.0
40000000.0,en,243240178.0,138.0,7.1,877.0
50000000.0,en,79958599.0,101.0,5.3,110.0
30000000.0,en,173959438.0,98.0,5.6,506.0
34000000.0,en,0.0,85.0,6.3,121.0
30000000.0,en,64626786.0,89.0,4.8,469.0
33000000.0,en,140470746.0,99.0,6.7,663.0
33000000.0,en,62022014.0,105.0,5.1,497.0
33000000.0,en,0.0,96.0,4.9,110.0
33000000.0,en,54700105.0,124.0,6.1,766.0
30000000.0,en,27610873.0,118.0,6.6,238.0
30000000.0,en,40346186.0,94.0,6.3,799.0
33000000.0,en,0.0,124.0,5.7,116.0
32350000.0,en,572700000.0,135.0,7.9,4665.0
30000000.0,en,22211426.0,108.0,5.8,363.0
32000000.0,en,113019290.0,124.0,7.2,813.0
35000000.0,en,24159934.0,98.0,5.3,394.0
32000000.0,en,173398518.0,97.0,6.4,987.0
32000000.0,en,152036382.0,123.0,6.2,323.0
33000000.0,en,0.0,99.0,5.3,185.0
0.0,en,60328000.0,101.0,6.7,390.0
32000000.0,en,80197993.0,92.0,5.6,359.0
32500000.0,en,288383523.0,125.0,6.5,1661.0
32000000.0,en,126041322.0,107.0,6.3,2359.0
29000000.0,en,50041732.0,103.0,6.0,242.0
32000000.0,en,48814909.0,129.0,7.0,544.0
32000000.0,en,69055695.0,107.0,6.0,394.0
35000000.0,en,21819348.0,90.0,5.7,414.0
32000000.0,en,83615414.0,107.0,5.3,313.0
32000000.0,en,147332697.0,93.0,7.1,2699.0
32000000.0,en,36733909.0,120.0,6.7,374.0
30000000.0,en,77566815.0,101.0,6.3,1018.0
33000000.0,en,9494789.0,105.0,6.7,232.0
35000000.0,en,31755742.0,113.0,5.6,143.0
0.0,en,0.0,106.0,6.3,67.0
32000000.0,en,60740827.0,96.0,6.9,832.0
32000000.0,en,85167639.0,87.0,6.2,1061.0
32000000.0,en,18552460.0,107.0,6.3,427.0
28000000.0,en,30016165.0,90.0,5.6,104.0
32000000.0,en,0.0,121.0,6.6,225.0
32000000.0,en,18409891.0,111.0,6.2,620.0
70000000.0,ko,53587404.0,90.0,4.0,104.0
32000000.0,en,0.0,110.0,5.4,44.0
30000000.0,en,27437881.0,100.0,5.3,724.0
32000000.0,en,3566637.0,75.0,7.1,24.0
0.0,en,0.0,132.0,7.2,18.0
32000000.0,en,5914908.0,108.0,5.9,86.0
32000000.0,en,0.0,93.0,5.0,13.0
31500000.0,en,89460381.0,153.0,8.0,2055.0
32000000.0,en,42045846.0,102.0,6.0,262.0
0.0,en,106269971.0,137.0,6.9,113.0
31500000.0,en,14708696.0,113.0,5.7,557.0
31000000.0,en,128499205.0,161.0,7.0,279.0
31000000.0,en,161772375.0,138.0,6.5,2415.0
34000000.0,en,210308099.0,126.0,5.9,541.0
30000000.0,en,174600318.0,99.0,8.0,4519.0
31000000.0,en,24185781.0,101.0,6.4,131.0
31000000.0,en,53208180.0,103.0,6.2,433.0
31000000.0,en,68106245.0,118.0,7.0,462.0
31000000.0,en,104384188.0,99.0,6.2,1195.0
30250000.0,en,115101622.0,105.0,6.4,302.0
45000000.0,en,306776732.0,113.0,6.9,677.0
34200000.0,en,234801895.0,93.0,6.1,875.0
30000000.0,en,287553595.0,108.0,6.0,1344.0
30000000.0,en,373554033.0,81.0,7.7,5269.0
30000000.0,en,350448145.0,116.0,6.8,1783.0
30000000.0,en,196114570.0,104.0,7.0,1293.0
31000000.0,en,15134293.0,105.0,6.0,89.0
30000000.0,en,136706683.0,113.0,7.4,821.0
30000000.0,en,199200000.0,134.0,7.2,957.0
25000000.0,en,115922175.0,132.0,7.2,1101.0
20000000.0,en,167722310.0,92.0,6.2,981.0
30000000.0,en,191502426.0,99.0,6.7,848.0
30000000.0,en,212385533.0,90.0,6.1,1099.0
37000000.0,en,165335153.0,115.0,6.5,1023.0
26000000.0,en,116400000.0,102.0,6.5,166.0
33000000.0,en,327311859.0,127.0,8.1,5765.0
30000000.0,en,210819611.0,112.0,7.3,3382.0
30000000.0,en,140161792.0,87.0,6.7,574.0
25000000.0,en,156822020.0,138.0,7.6,1422.0
30000000.0,en,216763646.0,132.0,7.7,2439.0
80000000.0,en,176885658.0,103.0,6.4,503.0
29000000.0,en,115603229.0,123.0,7.7,3067.0
30000000.0,en,160259319.0,111.0,6.1,978.0
35000000.0,en,155545279.0,102.0,6.0,449.0
30.0,it,103.0,78.0,6.0,100.0
30000000.0,en,74787599.0,132.0,5.9,56.0
30000000.0,en,160638883.0,133.0,7.2,619.0
25000000.0,en,163670000.0,109.0,6.7,1205.0
30000000.0,en,105834556.0,125.0,6.7,362.0
35000000.0,en,116980662.0,97.0,6.4,2652.0
30000000.0,en,47042000.0,118.0,6.6,4697.0
0.0,en,0.0,87.0,4.9,95.0
30000000.0,en,254134910.0,89.0,6.0,733.0
30000000.0,en,114281051.0,100.0,5.8,284.0
30000000.0,en,105173115.0,111.0,6.4,1172.0
45000000.0,en,92374674.0,109.0,6.7,607.0
30000000.0,en,63833449.0,99.0,5.8,205.0
0.0,en,0.0,114.0,5.8,81.0
30000000.0,en,114663461.0,89.0,5.9,856.0
19000000.0,en,69631118.0,95.0,5.3,214.0
37000000.0,en,96455697.0,98.0,6.3,1204.0
30000000.0,en,151119219.0,94.0,7.4,1990.0
0.0,en,0.0,85.0,5.5,319.0
53000000.0,en,83282296.0,124.0,7.4,1317.0
80000000.0,en,118880016.0,131.0,5.8,196.0
30000000.0,en,70200000.0,107.0,5.6,376.0
30000000.0,en,0.0,99.0,5.7,100.0
30000000.0,en,51132598.0,83.0,6.3,521.0
30000000.0,en,152427960.0,131.0,6.0,506.0
30000000.0,en,192452832.0,85.0,6.8,643.0
30000000.0,en,156835339.0,126.0,6.9,977.0
30000000.0,en,93772522.0,102.0,5.1,123.0
30000000.0,en,129266061.0,123.0,7.4,1049.0
30000000.0,en,0.0,105.0,6.6,796.0
30000000.0,en,45892212.0,125.0,6.2,243.0
30000000.0,en,54819301.0,92.0,4.9,140.0
40000000.0,en,117195061.0,77.0,7.2,1894.0
0.0,en,42647449.0,118.0,7.2,144.0
30000000.0,en,84025816.0,121.0,7.2,2416.0
30000000.0,en,91709827.0,123.0,7.3,2067.0
30000000.0,en,90810892.0,99.0,6.2,966.0
